entity_head	relation	entity_tail
m.0vqf5v	0	m.0kpv11
m.0vqf5v	1	m.0fnfx89
m.0x0rgh	1	m.0fdxhm9
m.0x0rgh	1	m.0fcxny4
m.0x0rgh	0	m.0kpv11
m.0x0rgh	1	m.038bn2j
m.0x0rgh	1	m.01pk93p
m.0x0rgh	1	m.037fw5_
m.0x0rgh	1	m.0f7fzvn
m.0x0rgh	1	m.037jhj9
m.0x0rgh	1	m.0fjrsjm
m.0x0rgh	1	m.0fy_8l0
m.0x0rgh	2	m.0286p5
m.0x6sy_	1	m.0fc6mnp
m.0x6sy_	2	m.0f3rcb
m.0x6sy_	1	m.0fgvpb1
m.0x6sy_	1	m.0dmh7b3
m.0x6sy_	4	m.02psq7n
m.0x6sy_	1	m.030wg74
m.0x6sy_	1	m.0f478fw
m.0x6sy_	0	m.0kpv11
m.0x99mg	2	m.0bt8c
m.0x99mg	0	m.0kpv11
m.0x99mg	1	m.0fnf8kq
m.0x99mg	1	m.01hhmq3
m.0x99mg	1	m.0dz69pg
m.0x99mg	4	m.02pw61
m.0x99mg	1	m.0fkpkt8
m.0x99mg	1	m.031y5nn
m.0y90k5	0	m.0kpv11
m.0y90k5	1	m.01j6tcj
m.0y90k5	2	m.0lbyt
m.0y90k5	1	m.01j6tbd
m.0y90k5	1	m.0306p30
m.0ybyz7z	2	m.045wvq
m.0ybyz7z	0	m.0kpv11
m.0ypghx	3	m.01x0khz
m.0ypghx	1	m.0dydlgf
m.0ypghx	3	m.0cnydj7
m.0ypghx	4	m.0dvqq
m.0ypghx	2	m.0dvqq
m.0ypghx	1	m.0fd78rr
m.0ypghx	4	m.066dc1
m.0ypghx	0	m.0kpv11
m.0ypghx	1	m.0d_s66l
m.0ypghx	3	m.03xn2m5
m.0ypghx	3	m.01x290f
m.0ypghx	1	m.03blcnq
m.0ypghx	1	m.03fh2vf
m.0ypghx	3	m.01wztz9
m.0ypghx	3	m.01wzt_6
m.0znrxx	1	m.0g7q2fv
m.0znrxx	1	m.032dv2x
m.0znrxx	2	m.01qwj55
m.0znrxx	0	m.0kpv11
m.01205bm	1	m.0fycbjn
m.01205bm	1	m.0fgv1qw
m.01205bm	1	m.0358j32
m.01205bm	4	m.01w9_j6
m.01205bm	1	m.0fxjhn6
m.01205bm	1	m.01lswbn
m.01205bm	1	m.0f21bym
m.01205bm	1	m.0g1bbnk
m.01205bm	4	m.04zvvts
m.01205bm	4	m.03h_8gw
m.01205bm	1	m.0dy13_l
m.01205bm	2	m.0420cq
m.01205bm	0	m.0kpv11
m.01205bm	1	m.0fbjl6m
m.01205bm	1	m.0dq0v8r
m.0139cz3	1	m.0g2pm1c
m.0139cz3	0	m.0kpv11
m.0139cz3	2	m.03f72wh
m.0139cz3	1	m.030y9y_
m.014l40c	0	m.0kpv11
m.014l40c	1	m.039kgr0
m.014l40c	1	m.0fghnz4
m.014l40c	2	m.07nn02
m.0164bjg	2	m.044cyx
m.0164bjg	1	m.03b6rjq
m.0164bjg	1	m.01mtb52
m.0164bjg	0	m.0kpv11
m.0164bjg	1	m.0fbk5vr
m.0166yzf	3	m.0zjnhzz
m.0166yzf	3	m.01wqfjf
m.0166yzf	4	m.06wj51
m.0166yzf	1	m.033pxbd
m.0166yzf	1	m.01n9k2h
m.0166yzf	2	m.0178kx
m.0166yzf	0	m.0kpv11
m.0166yzf	3	m.01s_wbv
m.019q678	1	m.0f7f1hp
m.019q678	1	m.03898wx
m.019q678	1	m.0flxtcj
m.019q678	1	m.0fzcp7b
m.019q678	1	m.0fssy2y
m.019q678	0	m.0kpv11
m.019q678	1	m.032fqg_
m.019q678	2	m.0kvnn
m.019wy89	0	m.0kpv11
m.019wy89	2	m.0d193h
m.019wy89	1	m.0fm7664
m.019wy89	1	m.0374gpk
m.019wy89	1	m.0drnd2j
m.019wy89	1	m.0dtr24p
m.01brl0s	2	m.0560w
m.01brl0s	1	m.0324hh8
m.01brl0s	0	m.0kpv11
m.01bty_w	1	m.038zl4j
m.01bty_w	1	m.0fjf6jv
m.01bty_w	1	m.0dx88r6
m.01bty_w	1	m.0dzk_31
m.01bty_w	2	m.0h53h6
m.01bty_w	0	m.0kpv11
m.01btz0j	1	m.0fjf6jv
m.01btz0j	2	m.0h53h6
m.01btz0j	1	m.0fgvb5s
m.01btz0j	1	m.0dx88r6
m.01btz0j	1	m.0dzk_31
m.01btz0j	0	m.0kpv11
m.01btz0j	1	m.0ffklf2
m.01btz0j	1	m.0dzl061
m.01btz0j	1	m.038zl4j
m.01cpqq3	2	m.038wm2
m.01cpqq3	0	m.0kpv11
m.01cpqq3	1	m.0dr7jp5
m.01cpqq3	1	m.03886k9
m.0dmj4j7	1	m.0dmysj2
m.0dmj4j7	1	m.03fqr1p
m.0dmj4j7	2	m.03dbqm0
m.0dmj4j7	1	m.0dmj4h3
m.0dmj4j7	1	m.0f0j3x1
m.0dmj4j7	1	m.0frstby
m.0dmxk5c	1	m.0fxl1x0
m.0dmxk5c	1	m.0fs7gp2
m.0dmxk5c	2	m.0d945
m.0dmxk5c	1	m.0dmxj__
m.0dmxk5c	0	m.0kpv11
m.0dmxk5c	1	m.0fwkh0f
m.0dmxk5c	1	m.0g3ml1n
m.0dmxk5c	1	m.0fw1zx_
m.0dmxk5c	1	m.0ffjpjq
m.0dmynsw	2	m.017mbb
m.0dmynsw	1	m.0g1h19z
m.0dmynsw	1	m.0fng70q
m.0dmynsw	1	m.0f7tvpp
m.0dmynsw	1	m.03fqskt
m.0dmynsw	1	m.049mz_l
m.0dmynsw	1	m.03xt5gq
m.0dmynsw	1	m.0dmynr2
m.0dmynsw	0	m.0kpv11
m.0dmynsw	3	m.0108k5dj
m.0dmynsw	2	m.0dl567
m.0dmynsw	1	m.0dz5cr9
m.0dn2b7t	1	m.038nthw
m.0dn2b7t	2	m.01qh6k4
m.0dn2b7t	0	m.0kpv11
m.0dn2b7t	1	m.04d3w99
m.0dn2b7t	1	m.0f9vqjx
m.0dy1z71	0	m.0kpv11
m.0dy1z71	1	m.0flxpsr
m.0dy1z71	1	m.0fmk66c
m.0dy1z71	1	m.0dy1z6z
m.0dy1z71	1	m.0ffwhlh
m.0dy1z71	1	m.0f84j2_
m.0dy1z71	4	m.0ntq7
m.0dy1z71	4	m.01wck3s
m.0dy1z71	2	m.0ntq7
m.0dyxwmm	1	m.03fmst9
m.0dyxwmm	1	m.0f473lc
m.0dyxwmm	1	m.03j92hm
m.0dyxwmm	2	m.05xm4v
m.0dyxwmm	0	m.0kpv11
m.0dz91g2	1	m.0fcy2gd
m.0dz91g2	1	m.03fh6nw
m.0dz91g2	1	m.0fmvfkb
m.0dz91g2	0	m.0kpv11
m.0dz91g2	1	m.03fh6p0
m.0dz91g2	2	m.01vrqtm
m.0dz91g2	1	m.0fllzx4
m.0dz91g2	1	m.03fh6nq
m.0f6qzm4	1	m.03yzx3g
m.0f6qzm4	2	m.03406r
m.0f6qzm4	1	m.0f6qzhv
m.0f6qzm4	1	m.0fly5pv
m.0f6qzm4	0	m.0kpv11
m.0f6qzm4	1	m.0ffwt01
m.0fjnxbq	2	m.01vvyc_
m.0fjnxbq	0	m.0kpv11
m.0fjnxbq	1	m.0fkpnyn
m.0fjnxbq	5	m.01vvyc_
m.0fjnxbq	2	m.01vwd7x
m.0ftssjl	1	m.0ftssjd
m.0ftssjl	2	m.03ct_n_
m.0ftssjl	0	m.0kpv11
m.0ftssjl	1	m.0fw1mv0
m.0fvhj5z	2	m.01vs4hg
m.0fvhj5z	1	m.0fvhj5j
m.0fvhj5z	4	m.01vs4hg
m.0fvhj5z	0	m.0kpv11
m.0fvsn_c	1	m.0fvsn_1
m.0fvsn_c	2	m.0c9l1
m.0fvsn_c	0	m.0kpv11
m.0lf0l0	3	m.01vxl3z
m.0lf0l0	1	m.0f2dt_0
m.0lf0l0	1	m.01hk_sq
m.0lf0l0	4	m.0dvqq
m.0lf0l0	1	m.0359yw_
m.0lf0l0	2	m.0dvqq
m.0lf0l0	0	m.0kpv11
m.0lf0l0	1	m.0fd7r61
m.0lf0l0	1	m.01hk_tt
m.0ln_pb	1	m.0f18t_v
m.0ln_pb	1	m.0f7fzyc
m.0ln_pb	1	m.036j15r
m.0ln_pb	4	m.02vr7
m.0ln_pb	1	m.0fmvdlf
m.0ln_pb	1	m.0dxnqxy
m.0ln_pb	0	m.0kpv11
m.0ln_pb	1	m.0f95bp2
m.0ln_pb	1	m.034gqjt
m.0ln_pb	1	m.031j8x3
m.0ln_pb	1	m.0fw20s3
m.0ln_pb	2	m.017m_v
m.0ln_pb	1	m.0f19yf1
m.0ln_pb	1	m.031c1cw
m.0lppb0	1	m.038x74g
m.0lppb0	0	m.0kpv11
m.0lppb0	2	m.06dk_
m.0lppb0	1	m.0fb6l5v
m.0lppb0	1	m.0dqgmcr
m.0lppb0	1	m.01h7wj6
m.0lppb0	1	m.0f3jc2t
m.0lppb0	1	m.0f72msf
m.0lppb0	1	m.0fqzxvc
m.0lppb0	1	m.0fjrg50
m.0lwbdz	0	m.0kpv11
m.0lwbdz	1	m.0fd6l26
m.0lwbdz	1	m.0dpm9y2
m.0lwbdz	4	m.019qk5
m.0lwbdz	1	m.0f6rymw
m.0lwbdz	1	m.0f9w27z
m.0lwbdz	3	m.01x02wq
m.0lwbdz	3	m.01vtxkw
m.0lwbdz	3	m.047xtd
m.0lwbdz	1	m.0397mms
m.0lwbdz	2	m.05k79
m.0lwbdz	1	m.0fc73nk
m.0lwss3	1	m.036ywk7
m.0lwss3	1	m.036xz9x
m.0lwss3	1	m.0f3hmpx
m.0lwss3	1	m.033xkbr
m.0lwss3	1	m.03708mc
m.0lwss3	1	m.0frn0q6
m.0lwss3	1	m.0g3j39c
m.0lwss3	1	m.0fsgy7p
m.0lwss3	1	m.034q7m0
m.0lwss3	1	m.03578qs
m.0lwss3	1	m.038tyg0
m.0lwss3	0	m.0kpv11
m.0lwss3	1	m.0308ndc
m.0lwss3	1	m.0ffx395
m.0lwss3	1	m.03fg6bm
m.0lwss3	1	m.0g7340b
m.0lwss3	1	m.0fckl5z
m.0lwss3	1	m.04d3lvm
m.0lwss3	2	m.030fkj
m.0lwss3	1	m.0303bgb
m.0lwss3	1	m.0347p54
m.0lwss3	1	m.039b9_k
m.0lwss3	1	m.01k9902
m.0lwss3	1	m.0flm307
m.0m2402	1	m.0f0hrdb
m.0m2402	1	m.03b9d2f
m.0m2402	4	m.0qjjx9q
m.0m2402	1	m.0fgj9pj
m.0m2402	2	m.0120rz
m.0m2402	1	m.0fvghm9
m.0m2402	0	m.0kpv11
m.0m2402	1	m.0dsgr19
m.0m2402	1	m.0fb6mvx
m.0m2402	1	m.0dvj_yr
m.0m2402	1	m.0f4yfjq
m.0m2402	3	m.03f1x8p
m.0nmj1r2	2	m.02r3zy
m.0nmj1r2	0	m.09jd9nh
m.0nmrll4	2	m.0806k66
m.0nmrll4	0	m.0kpv11
m.0nmzxb5	0	m.0kpv11
m.0nmzxb5	2	m.0dymm5v
m.0nmzxb5	4	m.0dymm5v
m.0nn8wt1	2	m.01szfnt
m.0nn8wt1	0	m.0kpv11
m.0nz7td	1	m.0372hmt
m.0nz7td	1	m.0f1nw43
m.0nz7td	3	m.0f0qfz
m.0nz7td	1	m.0fk_vvm
m.0nz7td	1	m.01kpvx1
m.0nz7td	2	m.04fjzg
m.0nz7td	1	m.03fjdcg
m.0nz7td	1	m.0g3qv7y
m.0nz7td	1	m.0fht1h4
m.0nz7td	1	m.0fjs009
m.0nz7td	4	m.01wwx3s
m.0nz7td	1	m.0390d0t
m.0nz7td	1	m.0354kxc
m.0nz7td	2	m.0nqv
m.0nz7td	4	m.0f0qfz
m.0nz7td	1	m.0f9wccz
m.0nz7td	1	m.03fjdbt
m.0nz7td	1	m.036_s6s
m.0nz7td	0	m.0kpv11
m.0nz7td	1	m.032f3nj
m.0nz7td	2	m.0f0qfz
m.0nz7td	3	m.01w_kk9
m.0nz7td	1	m.036y4cx
m.0nz7td	4	m.04fjzg
m.0nz7td	1	m.0fkq66m
m.0nz7td	1	m.03j7gp5
m.0nz7td	1	m.0385nkb
m.0nz7td	2	m.0qjjwt8
m.0pp9lh	1	m.031vl05
m.0pp9lh	1	m.031vzqt
m.0pp9lh	1	m.0fdkmrp
m.0pp9lh	0	m.0kpv11
m.0pp9lh	1	m.0fjqqyn
m.0pp9lh	1	m.01kty1z
m.0pp9lh	2	m.01jm1t
m.0pp9lh	1	m.0fl8vxs
m.0pp9lh	1	m.0fgvkw2
m.0rj8ry_	0	m.0kpv11
m.0rj8ry_	2	m.0j446wy
m.0rjdgxy	0	m.0kpv11
m.0rjdgxy	2	m.09glhfq
m.0rkc7h	2	m.01cng
m.0rkc7h	1	m.0dpm7tp
m.0rkc7h	1	m.0gf03q4
m.0rkc7h	1	m.0dr8w7t
m.0rkc7h	0	m.0kpv11
m.0rkc7h	1	m.033drdr
m.0rkc7h	1	m.03_8lqc
m.0t1s4s	2	m.0167v4
m.0t1s4s	1	m.0g2fv9s
m.0t1s4s	1	m.0dwx62d
m.0t1s4s	1	m.0302x_6
m.0t1s4s	1	m.037jflp
m.0t1s4s	1	m.03ffc78
m.0t1s4s	1	m.0frr_3r
m.0t1s4s	1	m.03zkmm6
m.0t1s4s	1	m.0g6y8h4
m.0t1s4s	1	m.0f34fg2
m.0t1s4s	1	m.035tynr
m.0t1s4s	0	m.0kpv11
m.0t1s4s	1	m.01lnnhf
m.0t1s4s	1	m.037tqwh
m.0t1s4s	1	m.01lnngh
m.0t1s4s	1	m.0f5_zqw
m.0t1s4s	1	m.032npzc
m.0t1s4s	1	m.036_m_z
m.0t1s4s	1	m.03ffz9v
m.0t1s4s	1	m.0f59h6h
m.0t1s4s	1	m.0g3j0wh
m.0x1qs4l	4	m.045wvq
m.0x1qs4l	0	m.0kpv11
m.0x1qs4l	2	m.045wvq
m.0ybbbkx	2	m.045wvq
m.0ybbbkx	0	m.09jd9nh
m.011bn9g	1	m.031jxk3
m.011bn9g	0	m.0kpv11
m.011bn9g	2	m.011z3g
m.011bn9g	4	m.011z3g
m.011bn9g	1	m.038h8r1
m.012pdwf	1	m.036zcvj
m.012pdwf	1	m.0gbhr31
m.012pdwf	1	m.0f_5v4q
m.012pdwf	0	m.0kpv11
m.012pdwf	1	m.0fk0_hv
m.012pdwf	1	m.0fdwmj8
m.012pdwf	1	m.0dz_vg6
m.012pdwf	2	m.07m7k
m.012pdwf	3	m.04xg1d
m.012pdwf	1	m.03933g9
m.012sbrj	0	m.0kpv11
m.012sbrj	2	m.0fq0xp2
m.012sbrj	1	m.039t9bv
m.013cknv	1	m.01jc2sc
m.013cknv	1	m.0fwwgjf
m.013cknv	1	m.03_brsc
m.013cknv	2	m.07h76
m.013cknv	1	m.036wnx_
m.013cknv	1	m.0fvhmsh
m.013cknv	0	m.0kpv11
m.013fx2h	1	m.034qj81
m.013fx2h	1	m.03_my_9
m.013fx2h	1	m.0fxf25r
m.013fx2h	2	m.02r3zy
m.013fx2h	1	m.0f0h650
m.013fx2h	1	m.0358kxx
m.013fx2h	1	m.0fsm__2
m.013fx2h	0	m.0kpv11
m.013fx2h	1	m.03_mz14
m.013fx2h	1	m.0fwz98j
m.0166y_j	3	m.01s_wbv
m.0166y_j	1	m.033pxbd
m.0166y_j	1	m.01n9k2h
m.0166y_j	2	m.0178kx
m.0166y_j	3	m.01wqfjf
m.0166y_j	4	m.06wj51
m.0166y_j	0	m.0kpv11
m.0166y_j	3	m.0zjnhzz
m.016zl2m	1	m.039s5b7
m.016zl2m	1	m.0f60klx
m.016zl2m	2	m.01cng
m.016zl2m	1	m.0f0jj3n
m.016zl2m	1	m.0f2t2n7
m.016zl2m	1	m.0f4l3s9
m.016zl2m	1	m.0dt9xcx
m.016zl2m	0	m.0kpv11
m.016zl2m	1	m.0f18jr6
m.017p392	1	m.03b7lz6
m.017p392	2	m.046p9
m.017p392	0	m.0kpv11
m.017p392	1	m.01hqtv6
m.01bz9z5	1	m.0320l8q
m.01bz9z5	0	m.0kpv11
m.01bz9z5	2	m.02g_zp
m.0_zkl59	2	m.050swh
m.0_zkl59	0	m.0kpv11
m.0dp_x0q	0	m.0kpv11
m.0dp_x0q	1	m.0f6cxt6
m.0dp_x0q	1	m.0f04cm5
m.0dp_x0q	2	m.0khth
m.0dp_x0q	1	m.0fmvvh5
m.0dp_x0q	1	m.0dp_wzc
m.0dpggc0	0	m.0kpv11
m.0dpggc0	1	m.03fh4hm
m.0dpggc0	1	m.0fsnq80
m.0dpggc0	1	m.03fh4hg
m.0dpggc0	1	m.03fh4hs
m.0dpggc0	1	m.0g0yq5j
m.0dpggc0	2	m.01crj8
m.0dpx4f9	1	m.0fdldlr
m.0dpx4f9	2	m.07sbk
m.0dpx4f9	0	m.0kpv11
m.0dpx4f9	1	m.0f47svg
m.0dpx4f9	1	m.03fh0c1
m.0dpx4f9	1	m.03fh0bx
m.0dwcrn6	1	m.0fj3cxf
m.0dwcrn6	1	m.03fpc_w
m.0dwcrn6	0	m.0kpv11
m.0dwcrn6	4	m.01ws_vv
m.0dwcrn6	1	m.0fj2qvs
m.0dwcrn6	2	m.05q_9w
m.0dwcrn6	1	m.0fkpm0s
m.0dwcrn6	4	m.01x2810
m.0dwcrn6	1	m.0dwcrls
m.0dwcrn6	1	m.0f4ym49
m.0dwcrn6	1	m.0dy0s75
m.0dwcrn6	1	m.0g34ctq
m.0dyxwl3	1	m.03j92hm
m.0dyxwl3	2	m.05xm4v
m.0dyxwl3	1	m.0f473lc
m.0dyxwl3	1	m.03fmst9
m.0dyxwl3	0	m.0kpv11
m.0f2wj_c	2	m.01lnxsj
m.0f2wj_c	0	m.0kpv11
m.0f2wj_c	1	m.03fk37l
m.0fvqvg4	1	m.0g2bcfg
m.0fvqvg4	1	m.0fxwcwh
m.0fvqvg4	2	m.0jvy1
m.0fvqvg4	0	m.0kpv11
m.0fvqvg4	1	m.0f_1d11
m.0fvqvg4	1	m.0fw8c8w
m.0fvqvg4	1	m.0g7hld1
m.0fvqvg4	1	m.0g1vcyx
m.0fvqvgl	0	m.0kpv11
m.0fvqvgl	1	m.0g7hld1
m.0fvqvgl	1	m.0fxwcwh
m.0fvqvgl	1	m.0g1vcyx
m.0fvqvgl	1	m.0f_1d11
m.0fvqvgl	2	m.0jvy1
m.0fvqvgl	1	m.0g2bcfg
m.0fvqvgl	1	m.0fw8c8w
m.0l17vh	0	m.0kpv11
m.0l17vh	3	m.01vwxc3
m.0l17vh	4	m.07sbk
m.0l17vh	1	m.032hdlj
m.0l17vh	1	m.0f0wl2m
m.0l17vh	3	m.01w8vww
m.0l17vh	2	m.07sbk
m.0l17vh	3	m.03f4nh3
m.0l17vh	3	m.03f70cx
m.0lr5n4	1	m.049kzb7
m.0lr5n4	1	m.03j7chm
m.0lr5n4	1	m.01khnnv
m.0lr5n4	2	m.0lb_3
m.0lr5n4	1	m.049kzbf
m.0lr5n4	0	m.0kpv11
m.0lr5n4	1	m.01khnmy
m.0lr5n4	1	m.0391h4w
m.0lr5n4	1	m.0d_b_dt
m.0lsdv_	1	m.0f9j7xm
m.0lsdv_	1	m.0f8hyl8
m.0lsdv_	0	m.0kpv11
m.0lsdv_	1	m.0dntc7n
m.0lsdv_	1	m.01h7bxk
m.0lsdv_	2	m.01vrncs
m.0lsdv_	1	m.0dyg0w4
m.0m8r9k	1	m.0dwfhkr
m.0m8r9k	1	m.01hllh_
m.0m8r9k	1	m.0fn4d2g
m.0m8r9k	1	m.0f46cmf
m.0m8r9k	0	m.09jd9nh
m.0m8r9k	1	m.01hlm7d
m.0m8r9k	1	m.0f03nzm
m.0m8r9k	1	m.049klpz
m.0m8r9k	1	m.034mydj
m.0m8r9k	2	m.03t50r
m.0m8r9k	1	m.0dnc3x0
m.0mkcdc	3	m.01wq0fp
m.0mkcdc	1	m.0f7f8sx
m.0mkcdc	1	m.0fhsmnm
m.0mkcdc	1	m.038wqt5
m.0mkcdc	1	m.0f33_m7
m.0mkcdc	1	m.0fgjb7g
m.0mkcdc	1	m.037_0_9
m.0mkcdc	1	m.0dtr916
m.0mkcdc	3	m.03f7xy3
m.0mkcdc	0	m.0kpv11
m.0mkcdc	1	m.0gf123q
m.0mkcdc	2	m.0c9l1
m.0mkcdc	1	m.0391l5b
m.0mkcdc	4	m.0235dc
m.0my7n6	2	m.012wrr
m.0my7n6	0	m.09jd9nh
m.0my7n6	1	m.0fw2ms9
m.0my7n6	1	m.03bd9wd
m.0ndl3k	1	m.033ws3d
m.0ndl3k	2	m.01vsl3_
m.0ndl3k	4	m.01nz1q6
m.0ndl3k	0	m.0kpv11
m.0nf9_6	1	m.03fjd36
m.0nf9_6	1	m.034gmxc
m.0nf9_6	1	m.01kpfj7
m.0nf9_6	1	m.01kpfh2
m.0nf9_6	4	m.03hn22j
m.0nf9_6	0	m.0kpv11
m.0nf9_6	1	m.0f6qm5c
m.0nf9_6	1	m.01kpfkg
m.0nf9_6	1	m.03xrhh6
m.0nf9_6	1	m.0fg6dxn
m.0nf9_6	2	m.014_lq
m.0nllsdg	0	m.0kpv11
m.0nllsdg	4	m.012z53dm
m.0nllsdg	2	m.0bmgqz8
m.0nlm9k4	2	m.01l0y2z
m.0nlm9k4	0	m.09jd9nh
m.0nlz292	4	m.01wgxk8
m.0nlz292	2	m.0h62t_s
m.0nlz292	0	m.0kpv11
m.0nmv_61	4	m.09k65wr
m.0nmv_61	0	m.0kpv11
m.0nmv_61	2	m.09k65wr
m.0nn6_74	2	m.07sbk
m.0nn6_74	0	m.0kpv11
m.0nnl4r9	0	m.0kpv11
m.0nnl4r9	2	m.032w2k
m.0ns_cl	2	m.0140t7
m.0ns_cl	0	m.0kpv11
m.0ns_cl	1	m.03zymnw
m.0ns_cl	1	m.030vwpn
m.0q0bmp	1	m.0f6cl4c
m.0q0bmp	1	m.039xm2g
m.0q0bmp	1	m.0fk1cy8
m.0q0bmp	1	m.01l1fwy
m.0q0bmp	1	m.0fgvcwf
m.0q0bmp	3	m.0slmr41
m.0q0bmp	1	m.0g7b5_f
m.0q0bmp	0	m.0kpv11
m.0q0bmp	4	m.01s560x
m.0q0bmp	3	m.08cr6t
m.0q0bmp	2	m.01s560x
m.0q0bmp	4	m.01vsmrs
m.0q0bmp	1	m.0fk1nlr
m.0q0bmp	4	m.08cr6t
m.0q0bmp	3	m.03h_xh9
m.0q0bmp	3	m.02v2gr
m.0qcv8h	2	m.01_k1k
m.0qcv8h	0	m.0kpv11
m.0qcv8h	1	m.0378f13
m.0qk2kt	2	m.03r_x5
m.0qk2kt	0	m.0kpv11
m.0qk2kt	1	m.01n6x0l
m.0qk2kt	1	m.036n188
m.0qk2kt	1	m.01n6x1m
m.0qy27l	1	m.0f7t4dj
m.0qy27l	1	m.03094wh
m.0qy27l	1	m.0fb5sbs
m.0qy27l	1	m.0fj3fqm
m.0qy27l	0	m.0kpv11
m.0qy27l	4	m.01vtw8_
m.0qy27l	2	m.02s92r
m.0qy27l	1	m.031vm9y
m.0rn_kqs	0	m.09jd9nh
m.0rn_kqs	2	m.03r9dg
m.0s6_wy	0	m.0kpv11
m.0s6_wy	1	m.0dv3b87
m.0s6_wy	1	m.049km3l
m.0s6_wy	2	m.01hnvx9
m.0s6_wy	1	m.03bmbjn
m.0s947kg	4	m.01w58mw
m.0s947kg	0	m.09jd9nh
m.0s947kg	2	m.01w58mw
m.0s_stm	1	m.01kl5c6
m.0s_stm	2	m.01tz6z
m.0s_stm	1	m.030cs_2
m.0s_stm	0	m.0kpv11
m.0shn8q_	2	m.050swh
m.0shn8q_	0	m.09jd9nh
m.0tnnv1	1	m.01l35b2
m.0tnnv1	1	m.035qs3r
m.0tnnv1	1	m.036dtyg
m.0tnnv1	1	m.0g699b0
m.0tnnv1	1	m.0f723m5
m.0tnnv1	0	m.0kpv11
m.0tnnv1	2	m.01l35sx
m.0ttzmy	2	m.01ryjcc
m.0ttzmy	1	m.01j6xh4
m.0ttzmy	0	m.0kpv11
m.0vj0x4	1	m.034kyzz
m.0vj0x4	1	m.01hhr8b
m.0vj0x4	0	m.0kpv11
m.0vj0x4	1	m.0dsxz_q
m.0vj0x4	1	m.0dy1vcg
m.0vj0x4	1	m.03fh1y5
m.0vj0x4	2	m.0f799
m.0x2mzy9	2	m.016kjs
m.0x2mzy9	0	m.0kpv11
m.0x2mzy9	4	m.0wr0c1h
m.0x2mzy9	5	m.0nhwg69
m.0x2mzy9	2	m.03f771p
m.0x2mzy9	5	m.016kjs
m.0x2mzy9	4	m.027z5fl
m.010l0mm	1	m.033s2x5
m.010l0mm	1	m.03zt4fg
m.010l0mm	0	m.0kpv11
m.010l0mm	1	m.0391_5q
m.010l0mm	2	m.06p4t6
m.010l0mm	1	m.01j6qvf
m.010l0mm	1	m.033vljh
m.011b7j5	1	m.033732k
m.011b7j5	0	m.0kpv11
m.011b7j5	1	m.0f03j45
m.011b7j5	1	m.0dysxkn
m.011b7j5	1	m.04glqj
m.011b7j5	2	m.01crj8
m.013pf9z	1	m.03fjhqr
m.013pf9z	1	m.033db79
m.013pf9z	2	m.01jm1t
m.013pf9z	0	m.0kpv11
m.013pf9z	1	m.0dmxh02
m.013pf9z	1	m.0f3hvtw
m.013pf9z	1	m.01ktxy0
m.013pf9z	1	m.0f0jj4g
m.014qjh9	2	m.0mmhn
m.014qjh9	0	m.0kpv11
m.014qjh9	1	m.0316bn6
m.015p3ph	3	m.0nhc9bg
m.015p3ph	4	m.049gvdm
m.015p3ph	3	m.049gvdm
m.015p3ph	1	m.03fpfxm
m.015p3ph	1	m.0dtbt97
m.015p3ph	0	m.0kpv11
m.015p3ph	4	m.03f1grj
m.015p3ph	1	m.03b8g28
m.015p3ph	2	m.07lf2h
m.015p3ph	3	m.0nhyhv_
m.019qynh	1	m.03fj_wb
m.019qynh	1	m.0fdx8h0
m.019qynh	1	m.0fjfz2r
m.019qynh	0	m.0kpv11
m.019qynh	1	m.01ljtfy
m.019qynh	1	m.0g3qvkb
m.019qynh	2	m.01ljtr1
m.019qynh	1	m.0flymr3
m.0_v0zy	1	m.034xz28
m.0_v0zy	1	m.0dsfy4k
m.0_v0zy	1	m.0gd9v15
m.0_v0zy	1	m.030kp3z
m.0_v0zy	0	m.0kpv11
m.0_v0zy	2	m.01cng
m.0_v0zy	1	m.033drdr
m.0_v0zy	1	m.0dr8w7t
m.0_v0zy	1	m.0dpm7tp
m.0_v0zy	1	m.03_57t6
m.0_v0zy	1	m.03_8lqc
m.0_v0zy	1	m.0gf03q4
m.0dmbt8j	1	m.0dwfkt7
m.0dmbt8j	1	m.03fjhqx
m.0dmbt8j	2	m.01jm1t
m.0dmbt8j	0	m.0kpv11
m.0dmbt8j	1	m.03j7hzw
m.0dngngc	1	m.03fnr4c
m.0dngngc	1	m.0fw0rg1
m.0dngngc	1	m.0g1v862
m.0dngngc	1	m.03fnr4j
m.0dngngc	0	m.0kpv11
m.0dngngc	2	m.01w3ggw
m.0dngngc	1	m.03fnr46
m.0dngngc	1	m.0fycgb1
m.0dngngc	1	m.0g1v1kp
m.0dngrlp	2	m.0276kql
m.0dngrlp	0	m.0kpv11
m.0dngrlp	1	m.03fqhy6
m.0dqnzqn	2	m.02zmm4
m.0dqnzqn	0	m.0kpv11
m.0dqnzqn	1	m.0f3wjrx
m.0dsz7dz	1	m.0dv55ff
m.0dsz7dz	1	m.0dsz7cv
m.0dsz7dz	1	m.0f20kx1
m.0dsz7dz	2	m.06dk_
m.0dsz7dz	1	m.03fgyc3
m.0dsz7dz	0	m.0kpv11
m.0dsz7dz	1	m.03_r00n
m.0dycdd3	4	m.0g2f_0
m.0dycdd3	0	m.0kpv11
m.0dycdd3	1	m.03xqyn2
m.0dycdd3	3	m.01wx6wy
m.0dycdd3	3	m.0g2f_0
